CustomerID,Age,Gender,TenureMonths,Contract,InternetService,PaymentMethod,TechSupport,OnlineSecurity,PaperlessBilling,MonthlyCharges,TotalCharges,SeniorCitizen,Churn
CUST101415,51,Male,36,Month-to-month,No,Credit card,No,No,No,20.0,632.73,0,0
CUST101416,63,Female,32,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,82.18,2762.86,1,1
CUST101417,54,Female,34,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,84.98,3044.5,0,1
CUST101418,43,Male,12,One year,No,Electronic check,No,No,No,67.01,1146.82,0,1
CUST101419,67,Female,52,One year,DSL,Credit card,No,Yes,Yes,43.3,2225.39,1,0
CUST101420,45,Male,8,One year,Fiber optic,Mailed check,No,Yes,No,74.22,62.85,0,0
CUST101421,73,Male,52,Month-to-month,DSL,Bank transfer,No,No,No,35.39,1854.56,1,1
CUST101422,75,Male,72,Month-to-month,DSL,Bank transfer,No,No,Yes,46.32,3385.22,1,0
CUST101423,52,Female,56,Month-to-month,DSL,Electronic check,Yes,No,No,53.23,2722.31,0,0
CUST101424,57,Male,33,Two year,DSL,Mailed check,Yes,Yes,No,93.1,3109.17,0,0
CUST101425,32,Female,23,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,62.93,1357.14,0,1
CUST101426,65,Female,63,One year,DSL,Electronic check,No,No,Yes,60.8,3494.71,1,0
CUST101427,56,Male,19,One year,Fiber optic,Bank transfer,No,No,Yes,120.87,2464.4,0,1
CUST101428,70,Female,35,Month-to-month,No,Credit card,Yes,No,No,80.81,2687.42,1,1
CUST101429,33,Male,56,Month-to-month,Fiber optic,Mailed check,No,Yes,No,80.47,4404.73,0,0
CUST101430,63,Female,67,Month-to-month,DSL,Mailed check,No,No,No,62.76,4089.28,1,0
CUST101431,45,Male,67,One year,DSL,Mailed check,Yes,Yes,No,57.09,4133.9,0,0
CUST101432,28,Female,7,Two year,DSL,Credit card,Yes,No,Yes,20.0,129.77,0,1
CUST101433,27,Male,65,Month-to-month,DSL,Mailed check,No,No,No,96.22,6274.07,0,0
CUST101434,50,Male,9,Two year,DSL,Mailed check,Yes,Yes,Yes,83.21,638.73,0,1
CUST101435,36,Female,43,Month-to-month,DSL,Electronic check,No,No,No,67.52,3019.08,0,0
CUST101436,23,Female,67,Month-to-month,Fiber optic,Credit card,No,No,Yes,68.57,4931.52,0,1
CUST101437,42,Male,48,Two year,Fiber optic,Credit card,No,No,Yes,90.4,4501.17,0,0
CUST101438,55,Male,69,Two year,DSL,Bank transfer,No,No,Yes,33.13,2457.69,0,0
CUST101439,36,Male,25,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,57.25,1582.81,0,0
CUST101440,73,Female,23,One year,DSL,Bank transfer,No,Yes,Yes,43.59,657.51,1,1
CUST101441,63,Female,24,Two year,Fiber optic,Credit card,No,Yes,Yes,116.29,2571.93,1,0
CUST101442,47,Male,26,One year,DSL,Electronic check,No,No,Yes,93.89,2389.89,0,1
CUST101443,72,Female,50,One year,Fiber optic,Electronic check,No,Yes,No,20.0,818.53,1,0
CUST101444,43,Male,33,Month-to-month,DSL,Credit card,Yes,No,Yes,34.16,861.15,0,1
CUST101445,26,Female,54,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,68.69,3241.22,0,1
CUST101446,20,Male,30,One year,DSL,Mailed check,No,Yes,Yes,60.19,1469.07,0,0
CUST101447,72,Male,23,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,38.89,830.34,1,1
CUST101448,73,Female,14,Month-to-month,DSL,Bank transfer,No,No,Yes,120.62,1671.32,1,1
CUST101449,60,Male,40,Month-to-month,Fiber optic,Electronic check,No,No,No,79.81,2994.14,1,1
CUST101450,23,Male,65,Month-to-month,DSL,Mailed check,No,No,Yes,83.87,5471.28,0,0
CUST101451,35,Male,62,Month-to-month,DSL,Mailed check,No,Yes,Yes,54.7,3282.94,0,0
CUST101452,20,Female,19,Month-to-month,No,Electronic check,Yes,No,No,90.06,1983.78,0,0
CUST101453,20,Female,35,Month-to-month,DSL,Electronic check,No,No,Yes,62.49,2146.74,0,1
CUST101454,32,Male,51,Month-to-month,DSL,Mailed check,No,No,Yes,64.92,3485.0,0,0
CUST101455,51,Female,45,Two year,DSL,Credit card,No,No,No,87.28,3978.4,0,0
CUST101456,21,Female,5,One year,Fiber optic,Mailed check,No,No,Yes,31.28,50.0,0,0
CUST101457,75,Male,43,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,111.93,4790.33,1,0
CUST101458,44,Female,3,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,76.56,50.0,0,1
CUST101459,33,Male,9,Month-to-month,DSL,Electronic check,Yes,No,No,104.02,909.15,0,1
CUST101460,47,Male,48,One year,Fiber optic,Mailed check,Yes,No,No,45.11,1979.0,0,1
CUST101461,63,Female,8,One year,Fiber optic,Electronic check,No,No,Yes,48.92,486.85,1,0
CUST101462,36,Male,25,One year,DSL,Bank transfer,Yes,No,Yes,42.95,738.16,0,0
CUST101463,20,Male,43,One year,DSL,Electronic check,No,Yes,Yes,78.26,3368.86,0,0
CUST101464,20,Male,48,Month-to-month,Fiber optic,Mailed check,No,No,Yes,73.65,3678.3,0,0
CUST101465,67,Male,33,Month-to-month,DSL,Bank transfer,No,No,No,60.39,2219.77,1,0
CUST101466,24,Female,7,Month-to-month,DSL,Credit card,Yes,Yes,Yes,46.65,135.51,0,0
CUST101467,54,Female,58,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,40.34,2344.16,0,0
CUST101468,40,Female,69,Month-to-month,Fiber optic,Credit card,No,Yes,No,70.79,4930.55,0,1
CUST101469,63,Female,64,One year,No,Bank transfer,No,No,Yes,60.36,4249.82,1,0
CUST101470,21,Male,54,Month-to-month,No,Electronic check,No,Yes,No,54.86,2592.11,0,0
CUST101471,70,Male,29,One year,Fiber optic,Electronic check,No,Yes,No,110.68,2981.94,1,1
CUST101472,58,Male,64,Month-to-month,DSL,Electronic check,Yes,No,Yes,69.94,5177.28,0,0
CUST101473,44,Female,36,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,103.75,3666.73,0,1
CUST101474,30,Male,10,One year,No,Electronic check,No,No,No,58.67,113.95,0,0
CUST101475,74,Female,62,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,78.12,4697.8,1,1
CUST101476,35,Male,24,Month-to-month,Fiber optic,Bank transfer,No,No,No,70.61,1002.42,0,0
CUST101477,46,Female,68,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,29.56,2070.31,0,1
CUST101478,40,Female,27,One year,DSL,Electronic check,Yes,Yes,No,107.71,3110.62,0,1
CUST101479,31,Male,63,Month-to-month,Fiber optic,Mailed check,No,Yes,No,68.62,4095.14,0,1
CUST101480,42,Male,39,Two year,DSL,Electronic check,No,No,Yes,90.66,3418.06,0,1
CUST101481,26,Male,34,Two year,DSL,Mailed check,No,No,Yes,53.2,2039.71,0,1
CUST101482,18,Male,22,Two year,DSL,Mailed check,No,Yes,Yes,67.88,1055.81,0,0
CUST101483,34,Female,61,Month-to-month,DSL,Electronic check,No,Yes,No,50.33,2739.74,0,0
CUST101484,24,Female,5,One year,Fiber optic,Electronic check,No,Yes,Yes,102.9,457.47,0,0
CUST101485,42,Male,34,Month-to-month,Fiber optic,Credit card,No,Yes,No,79.79,2524.78,0,1
CUST101486,68,Female,27,Two year,Fiber optic,Mailed check,Yes,Yes,Yes,81.18,2118.39,1,0
CUST101487,27,Female,40,Month-to-month,DSL,Bank transfer,No,No,No,105.95,3922.06,0,1
CUST101488,18,Female,19,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,100.91,1970.87,0,1
CUST101489,24,Female,48,Month-to-month,DSL,Electronic check,No,No,No,91.13,4336.93,0,1
CUST101490,47,Male,28,Two year,DSL,Electronic check,No,Yes,Yes,36.46,1158.18,0,0
CUST101491,33,Male,14,Two year,DSL,Credit card,No,No,Yes,54.61,814.64,0,0
CUST101492,46,Female,15,Month-to-month,DSL,Electronic check,No,No,No,46.9,755.17,0,1
CUST101493,19,Male,51,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,90.19,4238.11,0,1
CUST101494,37,Female,19,One year,Fiber optic,Credit card,No,No,Yes,76.27,1572.28,0,1
CUST101495,41,Female,23,Two year,DSL,Mailed check,Yes,Yes,Yes,37.24,773.8,0,0
CUST101496,43,Female,46,One year,Fiber optic,Electronic check,No,No,Yes,67.28,3053.23,0,1
CUST101497,49,Male,24,Month-to-month,DSL,Bank transfer,No,No,No,34.65,1093.67,0,0
CUST101498,63,Male,28,One year,No,Mailed check,No,No,Yes,70.67,1798.9,1,1
CUST101499,45,Female,18,Two year,Fiber optic,Credit card,No,No,No,30.62,888.96,0,0
CUST101500,66,Female,25,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,85.22,2491.62,1,0
CUST101501,48,Male,50,Month-to-month,Fiber optic,Credit card,No,No,No,81.45,4260.7,0,0
CUST101502,33,Female,39,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,119.7,4423.14,0,0
CUST101503,31,Female,72,Month-to-month,No,Credit card,Yes,Yes,No,93.2,6163.83,0,1
CUST101504,36,Female,56,One year,No,Credit card,No,No,Yes,61.43,3709.79,0,0
CUST101505,52,Female,2,Month-to-month,Fiber optic,Credit card,No,Yes,No,92.45,212.75,0,1
CUST101506,32,Female,28,Month-to-month,No,Credit card,Yes,No,Yes,37.06,851.38,0,1
CUST101507,71,Female,21,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,47.94,1300.13,1,1
CUST101508,45,Female,43,Two year,No,Electronic check,No,Yes,No,80.33,3238.8,0,0
CUST101509,68,Male,20,Two year,DSL,Electronic check,No,No,Yes,20.0,293.96,1,0
CUST101510,57,Female,70,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,71.07,5106.12,0,0
CUST101511,37,Male,22,One year,DSL,Mailed check,No,Yes,Yes,46.49,744.38,0,0
CUST101512,31,Female,38,Month-to-month,DSL,Electronic check,Yes,Yes,No,74.53,2804.77,0,0
CUST101513,61,Male,9,Two year,Fiber optic,Bank transfer,Yes,No,No,45.06,677.82,1,0
CUST101514,37,Male,66,One year,Fiber optic,Bank transfer,No,Yes,Yes,82.61,5505.04,0,0
CUST101515,32,Male,66,Month-to-month,DSL,Credit card,No,No,No,72.48,5095.54,0,0
CUST101516,71,Male,58,Two year,Fiber optic,Mailed check,Yes,No,Yes,107.01,6489.98,1,1
CUST101517,45,Female,26,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,72.17,1878.35,0,1
CUST101518,20,Female,5,One year,Fiber optic,Bank transfer,No,Yes,Yes,52.78,50.0,0,0
CUST101519,46,Female,52,Month-to-month,DSL,Credit card,No,Yes,Yes,65.83,3146.72,0,0
CUST101520,44,Female,31,One year,Fiber optic,Bank transfer,Yes,Yes,Yes,38.39,1380.92,0,0
CUST101521,68,Female,72,Month-to-month,DSL,Electronic check,Yes,No,Yes,82.15,5527.24,1,1
CUST101522,59,Female,51,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,86.75,4342.58,0,1
CUST101523,29,Male,39,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,133.73,5300.09,0,1
CUST101524,26,Female,72,Two year,DSL,Bank transfer,No,No,No,56.45,4431.79,0,0
CUST101525,53,Male,58,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,65.31,3644.23,0,1
CUST101526,20,Female,34,One year,DSL,Credit card,No,No,Yes,57.61,1797.87,0,0
CUST101527,36,Female,2,Month-to-month,Fiber optic,Bank transfer,No,No,No,77.3,141.49,0,1
CUST101528,26,Female,7,Two year,DSL,Bank transfer,No,No,Yes,81.54,658.51,0,1
CUST101529,19,Female,32,Month-to-month,Fiber optic,Credit card,Yes,No,No,70.67,2222.88,0,0
CUST101530,71,Male,41,One year,DSL,Credit card,No,Yes,Yes,99.16,4327.88,1,0
CUST101531,23,Female,3,Two year,Fiber optic,Mailed check,Yes,Yes,Yes,56.58,50.0,0,0
CUST101532,18,Female,10,Month-to-month,No,Electronic check,No,Yes,Yes,96.65,996.54,0,1
CUST101533,72,Male,51,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,85.46,4469.76,1,0
CUST101534,28,Male,55,Two year,Fiber optic,Mailed check,No,No,Yes,71.7,3843.44,0,0
CUST101535,65,Female,3,Month-to-month,DSL,Credit card,Yes,No,No,64.13,402.32,1,1
CUST101536,19,Female,37,Month-to-month,Fiber optic,Credit card,No,No,Yes,132.67,4946.03,0,1
CUST101537,26,Female,6,Month-to-month,DSL,Mailed check,No,No,Yes,51.57,506.63,0,1
CUST101538,24,Female,53,Two year,DSL,Electronic check,Yes,No,Yes,79.45,4259.38,0,0
CUST101539,58,Male,61,Two year,DSL,Mailed check,No,Yes,No,53.24,3341.74,0,0
CUST101540,53,Male,63,One year,DSL,Credit card,Yes,No,No,116.64,7190.22,0,1
CUST101541,45,Female,44,One year,No,Bank transfer,No,Yes,Yes,94.17,3985.79,0,0
CUST101542,32,Male,46,Month-to-month,DSL,Electronic check,No,Yes,No,55.04,2837.94,0,0
CUST101543,23,Male,67,Month-to-month,Fiber optic,Mailed check,No,No,No,84.81,5841.15,0,1
CUST101544,51,Male,45,Month-to-month,DSL,Mailed check,No,No,Yes,78.44,3274.06,0,1
CUST101545,31,Male,33,Month-to-month,Fiber optic,Mailed check,No,No,Yes,59.08,1994.86,0,1
CUST101546,52,Female,55,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,90.95,4408.81,0,0
CUST101547,57,Male,43,One year,Fiber optic,Credit card,No,No,Yes,81.73,3370.9,0,1
CUST101548,67,Male,61,Month-to-month,Fiber optic,Electronic check,No,Yes,No,77.39,4961.05,1,1
CUST101549,46,Male,38,Month-to-month,Fiber optic,Electronic check,No,Yes,No,70.95,2664.81,0,0
CUST101550,18,Male,63,Month-to-month,Fiber optic,Mailed check,No,No,Yes,82.78,5244.62,0,0
CUST101551,34,Female,4,Month-to-month,DSL,Electronic check,Yes,No,Yes,77.73,50.0,0,1
CUST101552,67,Female,3,Month-to-month,DSL,Mailed check,No,No,No,73.48,122.38,1,0
CUST101553,48,Male,8,Month-to-month,No,Electronic check,Yes,No,Yes,55.97,532.33,0,1
CUST101554,53,Male,41,Month-to-month,Fiber optic,Electronic check,No,No,Yes,114.34,4804.26,0,1
CUST101555,44,Female,52,Month-to-month,Fiber optic,Credit card,No,Yes,No,45.74,2619.07,0,0
CUST101556,27,Female,16,One year,DSL,Electronic check,No,Yes,Yes,82.69,1270.48,0,1
CUST101557,70,Female,12,Two year,Fiber optic,Credit card,Yes,No,Yes,63.99,726.47,1,1
CUST101558,62,Female,62,One year,Fiber optic,Electronic check,Yes,No,No,115.99,6858.35,1,0
CUST101559,75,Female,55,One year,DSL,Electronic check,No,No,Yes,49.41,2666.42,1,1
CUST101560,67,Male,47,Two year,DSL,Electronic check,No,Yes,Yes,53.62,2204.75,1,0
CUST101561,34,Male,36,Month-to-month,Fiber optic,Electronic check,No,Yes,No,47.75,1257.03,0,1
CUST101562,32,Male,31,One year,DSL,Electronic check,No,No,Yes,80.09,2211.5,0,1
CUST101563,32,Male,2,Month-to-month,DSL,Credit card,Yes,No,Yes,37.67,452.51,0,1
CUST101564,71,Female,14,Month-to-month,DSL,Credit card,No,No,Yes,60.04,772.92,1,1
CUST101565,50,Female,65,Month-to-month,Fiber optic,Electronic check,No,Yes,No,20.0,1354.97,0,1
CUST101566,44,Female,25,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,78.01,1821.88,0,0
CUST101567,74,Female,51,One year,DSL,Electronic check,No,No,Yes,59.49,2586.35,1,0
CUST101568,52,Male,51,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,34.8,2008.83,0,0
CUST101569,70,Male,23,One year,DSL,Electronic check,Yes,Yes,Yes,99.14,1737.17,1,1
CUST101570,75,Female,15,Two year,DSL,Electronic check,Yes,Yes,No,39.31,450.95,1,0
CUST101571,22,Male,50,Month-to-month,Fiber optic,Credit card,No,No,No,91.92,4582.35,0,0
CUST101572,38,Female,7,Month-to-month,DSL,Credit card,No,Yes,Yes,54.47,438.91,0,1
CUST101573,60,Female,36,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,112.04,3851.82,1,1
CUST101574,65,Male,64,Month-to-month,DSL,Electronic check,No,No,No,90.74,5347.87,1,1
CUST101575,26,Female,52,Two year,Fiber optic,Mailed check,No,Yes,No,46.8,2233.33,0,0
CUST101576,36,Female,56,One year,DSL,Electronic check,No,No,Yes,49.07,2560.73,0,0
CUST101577,49,Male,6,One year,Fiber optic,Bank transfer,Yes,Yes,Yes,87.14,329.57,0,1
CUST101578,64,Male,15,Month-to-month,DSL,Bank transfer,Yes,No,Yes,65.44,1224.11,1,0
CUST101579,24,Male,20,One year,DSL,Electronic check,Yes,No,Yes,67.77,1052.0,0,1
CUST101580,52,Male,22,One year,DSL,Credit card,No,No,Yes,103.81,2359.06,0,1
CUST101581,35,Male,14,Month-to-month,DSL,Mailed check,No,No,Yes,53.28,785.49,0,0
CUST101582,30,Female,70,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,74.28,5439.71,0,1
CUST101583,47,Male,12,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,95.87,1117.16,0,1
CUST101584,42,Male,51,Month-to-month,DSL,Mailed check,Yes,No,Yes,92.23,4901.51,0,1
CUST101585,54,Male,43,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,68.01,2881.37,0,0
CUST101586,36,Male,44,One year,DSL,Bank transfer,No,No,Yes,64.78,2958.92,0,0
CUST101587,65,Male,16,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,28.53,80.74,1,0
CUST101588,22,Male,23,Two year,No,Electronic check,Yes,No,Yes,45.59,389.0,0,0
CUST101589,67,Female,44,Month-to-month,Fiber optic,Credit card,No,No,No,79.96,3612.63,1,1
CUST101590,19,Female,22,Month-to-month,DSL,Bank transfer,No,No,Yes,68.55,1615.9,0,1
CUST101591,60,Male,50,Two year,Fiber optic,Bank transfer,No,Yes,Yes,73.87,3812.38,1,1
CUST101592,38,Female,3,Two year,No,Bank transfer,No,No,No,97.98,162.71,0,0
CUST101593,40,Female,6,One year,DSL,Bank transfer,No,No,Yes,42.32,626.35,0,1
CUST101594,19,Female,53,Month-to-month,DSL,Bank transfer,No,No,Yes,66.1,3388.33,0,0
CUST101595,58,Female,45,Two year,DSL,Electronic check,No,No,Yes,76.72,3557.62,0,0
CUST101596,27,Male,4,One year,Fiber optic,Electronic check,No,Yes,Yes,54.4,366.26,0,1
CUST101597,56,Female,65,One year,DSL,Mailed check,Yes,No,Yes,107.79,7436.04,0,0
CUST101598,60,Female,1,Month-to-month,DSL,Electronic check,No,Yes,Yes,94.71,50.0,1,1
CUST101599,67,Male,69,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,79.25,5304.95,1,0
CUST101600,59,Female,53,Two year,No,Mailed check,No,Yes,Yes,116.86,5819.04,0,0
CUST101601,35,Male,72,Two year,No,Electronic check,No,No,Yes,34.53,2874.25,0,1
CUST101602,60,Male,69,One year,No,Credit card,No,No,Yes,71.81,5060.24,1,0
CUST101603,65,Male,23,Month-to-month,DSL,Bank transfer,No,No,Yes,81.16,1979.95,1,1
CUST101604,36,Male,55,One year,Fiber optic,Mailed check,No,No,Yes,49.14,3481.88,0,0
CUST101605,25,Female,16,Month-to-month,DSL,Credit card,Yes,No,Yes,79.52,1353.58,0,1
CUST101606,69,Female,34,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,44.34,1181.98,1,1
CUST101607,26,Female,18,Month-to-month,DSL,Electronic check,Yes,No,Yes,89.26,1557.7,0,0
CUST101608,52,Male,35,Month-to-month,Fiber optic,Electronic check,No,No,No,98.45,3202.05,0,1
CUST101609,31,Male,63,One year,DSL,Mailed check,No,No,Yes,78.81,4866.06,0,0
CUST101610,25,Female,32,Month-to-month,Fiber optic,Electronic check,No,No,No,25.68,721.11,0,1
CUST101611,63,Male,7,Month-to-month,Fiber optic,Credit card,No,No,Yes,47.83,188.05,1,1
CUST101612,26,Female,24,Two year,Fiber optic,Electronic check,Yes,No,No,86.12,1718.56,0,1
CUST101613,56,Female,57,One year,DSL,Mailed check,Yes,Yes,Yes,72.53,4532.34,0,1
CUST101614,58,Male,38,Month-to-month,Fiber optic,Mailed check,No,No,Yes,20.0,834.71,0,1
CUST101615,21,Female,41,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,103.07,4169.5,0,1
CUST101616,28,Female,32,One year,Fiber optic,Bank transfer,No,Yes,No,75.42,2602.85,0,1
CUST101617,64,Male,22,Month-to-month,Fiber optic,Bank transfer,No,No,No,51.52,1251.21,1,1
CUST101618,47,Female,44,Month-to-month,No,Bank transfer,No,No,Yes,96.87,4331.2,0,1
CUST101619,25,Female,46,Month-to-month,DSL,Bank transfer,Yes,No,Yes,55.06,2704.01,0,1
CUST101620,75,Male,65,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,54.79,3594.83,1,1
CUST101621,33,Male,45,One year,Fiber optic,Mailed check,No,No,Yes,80.96,3810.76,0,0
CUST101622,18,Female,72,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,116.53,8578.44,0,1
CUST101623,71,Female,60,Month-to-month,Fiber optic,Mailed check,No,No,Yes,112.59,6796.08,1,1
CUST101624,18,Male,6,Month-to-month,Fiber optic,Mailed check,No,No,Yes,80.99,430.84,0,1
CUST101625,50,Male,29,Month-to-month,Fiber optic,Electronic check,No,No,No,83.56,2805.84,0,1
CUST101626,75,Female,28,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,91.79,2450.64,1,1
CUST101627,51,Male,1,Two year,Fiber optic,Electronic check,No,No,Yes,40.58,138.41,0,0
CUST101628,51,Male,14,Month-to-month,DSL,Credit card,No,Yes,Yes,88.1,1336.88,0,0
CUST101629,40,Male,55,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,53.65,2798.36,0,1
CUST101630,25,Male,26,Month-to-month,DSL,Mailed check,No,No,Yes,79.96,1877.0,0,1
CUST101631,51,Male,11,One year,DSL,Electronic check,No,No,No,66.31,640.95,0,0
CUST101632,70,Male,21,Month-to-month,No,Electronic check,No,No,Yes,84.53,1652.08,1,1
CUST101633,23,Male,20,Two year,Fiber optic,Electronic check,Yes,No,Yes,74.95,1134.47,0,0
CUST101634,69,Male,13,One year,DSL,Bank transfer,Yes,No,Yes,20.0,97.13,1,0
CUST101635,42,Female,8,Month-to-month,DSL,Electronic check,No,No,Yes,76.47,678.32,0,1
CUST101636,49,Male,56,One year,No,Electronic check,No,Yes,Yes,88.05,5247.29,0,0
CUST101637,27,Female,60,Month-to-month,DSL,Electronic check,No,Yes,Yes,83.15,5127.6,0,0
CUST101638,54,Male,36,Two year,Fiber optic,Electronic check,No,Yes,Yes,69.44,1849.96,0,0
CUST101639,28,Male,45,Two year,No,Credit card,No,No,Yes,113.05,5247.58,0,1
CUST101640,33,Female,67,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,79.78,5205.72,0,0
CUST101641,59,Female,61,One year,Fiber optic,Bank transfer,No,Yes,Yes,82.94,5172.61,0,0
CUST101642,20,Male,3,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,98.11,290.8,0,1
CUST101643,43,Female,69,Month-to-month,No,Mailed check,No,Yes,Yes,81.06,5544.97,0,0
CUST101644,52,Male,5,One year,Fiber optic,Credit card,No,No,Yes,49.55,222.19,0,1
CUST101645,25,Male,2,Two year,DSL,Electronic check,Yes,No,No,20.0,50.0,0,0
CUST101646,35,Male,30,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,60.07,2138.2,0,1
CUST101647,37,Female,54,One year,DSL,Mailed check,No,No,Yes,91.02,4910.16,0,0
CUST101648,56,Female,6,One year,Fiber optic,Electronic check,No,Yes,Yes,63.17,650.4,0,1
CUST101649,74,Female,22,Month-to-month,DSL,Credit card,Yes,Yes,Yes,92.03,2259.64,1,0
CUST101650,66,Male,19,One year,DSL,Electronic check,Yes,Yes,Yes,75.72,1605.44,1,0
CUST101651,29,Male,29,One year,No,Credit card,No,No,Yes,104.2,2575.15,0,1
CUST101652,19,Female,71,One year,Fiber optic,Credit card,No,No,Yes,64.62,4867.18,0,0
CUST101653,21,Female,24,Two year,Fiber optic,Electronic check,No,No,Yes,83.69,1894.08,0,0
CUST101654,52,Female,16,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,84.65,1533.33,0,1
CUST101655,27,Female,9,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,109.54,742.73,0,1
CUST101656,31,Male,15,Month-to-month,No,Electronic check,No,No,No,29.33,143.68,0,1
CUST101657,67,Female,10,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,60.54,1099.5,1,0
CUST101658,68,Female,42,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,93.21,3675.57,1,1
CUST101659,66,Female,31,Two year,DSL,Electronic check,No,Yes,Yes,110.65,3716.68,1,0
CUST101660,32,Male,36,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,78.0,2837.61,0,1
CUST101661,53,Female,60,One year,Fiber optic,Bank transfer,No,Yes,Yes,64.68,3775.77,0,0
CUST101662,53,Female,42,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,90.93,3807.85,0,0
CUST101663,28,Female,12,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,93.72,799.37,0,0
CUST101664,50,Male,28,Two year,DSL,Electronic check,Yes,No,Yes,63.01,1760.84,0,0
CUST101665,48,Female,23,One year,DSL,Mailed check,No,No,Yes,80.26,1575.29,0,0
CUST101666,40,Female,60,Month-to-month,Fiber optic,Electronic check,No,No,Yes,101.51,5991.74,0,1
CUST101667,61,Male,23,Two year,DSL,Electronic check,No,No,Yes,119.26,2974.3,1,1
CUST101668,57,Female,10,Month-to-month,DSL,Electronic check,No,No,Yes,90.57,969.25,0,1
CUST101669,48,Male,53,Month-to-month,Fiber optic,Bank transfer,No,No,No,73.1,3503.76,0,1
CUST101670,60,Male,31,Month-to-month,DSL,Electronic check,Yes,No,No,70.65,2403.02,1,1
CUST101671,62,Female,7,One year,Fiber optic,Electronic check,No,No,No,85.93,599.74,1,1
CUST101672,50,Male,50,Month-to-month,DSL,Bank transfer,No,No,Yes,69.11,3319.95,0,1
CUST101673,33,Male,16,Two year,DSL,Electronic check,No,No,Yes,76.74,1414.51,0,0
CUST101674,61,Male,63,Month-to-month,Fiber optic,Credit card,No,Yes,No,45.55,2827.85,1,0
CUST101675,59,Female,60,Month-to-month,DSL,Electronic check,No,No,Yes,104.43,5974.38,0,0
CUST101676,75,Male,27,Two year,Fiber optic,Electronic check,No,Yes,Yes,43.5,1636.45,1,1
CUST101677,26,Male,41,Month-to-month,DSL,Credit card,No,Yes,No,61.2,2504.88,0,0
CUST101678,42,Female,41,Month-to-month,DSL,Bank transfer,No,No,Yes,74.44,3031.69,0,0
CUST101679,71,Male,48,Month-to-month,Fiber optic,Credit card,No,No,No,121.77,5743.68,1,1
CUST101680,47,Female,5,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,61.43,602.14,0,1
CUST101681,72,Female,24,Month-to-month,No,Electronic check,No,Yes,No,55.35,1197.18,1,1
CUST101682,18,Female,13,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,58.23,370.75,0,1
CUST101683,20,Female,51,One year,Fiber optic,Mailed check,No,Yes,Yes,113.47,5617.3,0,1
CUST101684,64,Female,5,Month-to-month,Fiber optic,Mailed check,No,No,Yes,20.0,431.69,1,1
CUST101685,38,Female,38,Month-to-month,DSL,Electronic check,No,No,Yes,46.93,1991.37,0,1
